pair_name,disease1_name,disease1_id,disease2_name,disease2_id,RR_score
arterial_occlusive_diseases & lymphatic_diseases,arterial_occlusive_diseases,15,lymphatic_diseases,171,1.156711
immune_system_diseases & lipid_metabolism_disorders,immune_system_diseases,140,lipid_metabolism_disorders,161,1.156571
ankylosis & esophageal_diseases,ankylosis,13,esophageal_diseases,99,1.15651
joint_diseases & myeloproliferative_disorders,joint_diseases,149,myeloproliferative_disorders,197,1.156269
adenocarcinoma & genital_diseases_male,adenocarcinoma,2,genital_diseases_male,111,1.155946
cardiovascular_diseases & lupus_erythematosus_systemic,cardiovascular_diseases,53,lupus_erythematosus_systemic,170,1.155519
intellectual_disability & myeloproliferative_disorders,intellectual_disability,146,myeloproliferative_disorders,197,1.155491
breast_diseases & immunologic_deficiency_syndromes,breast_diseases,41,immunologic_deficiency_syndromes,141,1.155214
anemia & arrhythmias_cardiac,anemia,9,arrhythmias_cardiac,14,1.155088
alzheimer_disease & joint_diseases,alzheimer_disease,6,joint_diseases,149,1.155057
arthritis & cholestasis,arthritis,17,cholestasis,61,1.154804
demyelinating_diseases & uveitis,demyelinating_diseases,83,uveitis,292,1.154512
multiple_sclerosis & uveitis,multiple_sclerosis,190,uveitis,292,1.154512
colorectal_neoplasms & nervous_system_diseases,colorectal_neoplasms,68,nervous_system_diseases,211,1.154377
aneurysm & lupus_erythematosus_systemic,aneurysm,12,lupus_erythematosus_systemic,170,1.154352
craniofacial_abnormalities & diabetes_mellitus_type_1,craniofacial_abnormalities,76,diabetes_mellitus_type_1,85,1.153865
genital_diseases_male & retinitis_pigmentosa,genital_diseases_male,111,retinitis_pigmentosa,258,1.153624
carcinoma_renal_cell & stomatognathic_diseases,carcinoma_renal_cell,46,stomatognathic_diseases,279,1.15333
diabetes_mellitus_type_2 & hyperthyroidism,diabetes_mellitus_type_2,86,hyperthyroidism,136,1.15317
dementia & varicose_veins,dementia,81,varicose_veins,294,1.153116
osteoporosis & vascular_diseases,osteoporosis,226,vascular_diseases,295,1.152505
charcot_marie_tooth_disease & myeloproliferative_disorders,charcot_marie_tooth_disease,60,myeloproliferative_disorders,197,1.152315
hereditary_sensory_and_motor_neuropathy & myeloproliferative_disorders,hereditary_sensory_and_motor_neuropathy,131,myeloproliferative_disorders,197,1.152315
alzheimer_disease & cranial_nerve_diseases,alzheimer_disease,6,cranial_nerve_diseases,75,1.152118
leukemia_myeloid_acute & muscular_dystrophies,leukemia_myeloid_acute,159,muscular_dystrophies,193,1.151853
ankylosis & lymphatic_diseases,ankylosis,13,lymphatic_diseases,171,1.151788
hyperthyroidism & varicose_veins,hyperthyroidism,136,varicose_veins,294,1.151741
cardiomegaly & sleep_disorders,cardiomegaly,47,sleep_disorders,269,1.151587
dementia & lung_diseases_obstructive,dementia,81,lung_diseases_obstructive,168,1.151508
death_sudden & rheumatic_diseases,death_sudden,79,rheumatic_diseases,259,1.151306
colorectal_neoplasms & graves_disease,colorectal_neoplasms,68,graves_disease,121,1.151186
anemia_aplastic & arrhythmias_cardiac,anemia_aplastic,10,arrhythmias_cardiac,14,1.151143
arrhythmias_cardiac & leukemia,arrhythmias_cardiac,14,leukemia,154,1.150789
basal_ganglia_diseases & heart_arrest,basal_ganglia_diseases,25,heart_arrest,124,1.150448
arrhythmias_cardiac & lipidoses,arrhythmias_cardiac,14,lipidoses,163,1.150355
asthma & spondylitis_ankylosing,asthma,19,spondylitis_ankylosing,278,1.150294
diabetes_mellitus_type_2 & stomatognathic_diseases,diabetes_mellitus_type_2,86,stomatognathic_diseases,279,1.150216
anemia_aplastic & cranial_nerve_diseases,anemia_aplastic,10,cranial_nerve_diseases,75,1.149918
bone_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,bone_diseases,34,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.149776
bone_diseases & muscular_diseases,bone_diseases,34,muscular_diseases,191,1.149663
arthritis & heart_defects_congenital,arthritis,17,heart_defects_congenital,125,1.149518
cardiomyopathies & immunologic_deficiency_syndromes,cardiomyopathies,48,immunologic_deficiency_syndromes,141,1.149081
cardiomyopathy_hypertrophic & immunologic_deficiency_syndromes,cardiomyopathy_hypertrophic,50,immunologic_deficiency_syndromes,141,1.149081
asthma & vascular_diseases,asthma,19,vascular_diseases,295,1.149007
amino_acid_metabolism_inborn_errors & goiter,amino_acid_metabolism_inborn_errors,7,goiter,117,1.148534
neoplasms_connective_and_soft_tissue & spondylarthropathies,neoplasms_connective_and_soft_tissue,203,spondylarthropathies,276,1.148368
hypotrichosis & myeloproliferative_disorders,hypotrichosis,139,myeloproliferative_disorders,197,1.148298
breast_diseases & respiratory_tract_diseases,breast_diseases,41,respiratory_tract_diseases,253,1.147816
gout & immunologic_deficiency_syndromes,gout,119,immunologic_deficiency_syndromes,141,1.147807
bone_diseases_metabolic & liver_cirrhosis,bone_diseases_metabolic,36,liver_cirrhosis,164,1.147674
bone_diseases_metabolic & liver_cirrhosis_biliary,bone_diseases_metabolic,36,liver_cirrhosis_biliary,165,1.147674
joint_diseases & neoplasms_connective_and_soft_tissue,joint_diseases,149,neoplasms_connective_and_soft_tissue,203,1.147661
carcinoma_renal_cell & hypersensitivity,carcinoma_renal_cell,46,hypersensitivity,134,1.147555
diabetes_mellitus_type_1 & neuroendocrine_tumors,diabetes_mellitus_type_1,85,neuroendocrine_tumors,216,1.147473
basal_ganglia_diseases & myeloproliferative_disorders,basal_ganglia_diseases,25,myeloproliferative_disorders,197,1.147357
blood_platelet_disorders & gastroenteritis,blood_platelet_disorders,31,gastroenteritis,105,1.147149
hyperthyroidism & lipidoses,hyperthyroidism,136,lipidoses,163,1.147149
glomerulonephritis & parkinsonian_disorders,glomerulonephritis,115,parkinsonian_disorders,235,1.146645
macular_degeneration & spinal_cord_diseases,macular_degeneration,177,spinal_cord_diseases,271,1.146624
adrenal_gland_diseases & leukemia_lymphocytic_chronic_b_cell,adrenal_gland_diseases,4,leukemia_lymphocytic_chronic_b_cell,156,1.146092
alzheimer_disease & lung_diseases_obstructive,alzheimer_disease,6,lung_diseases_obstructive,168,1.146044
cerebellar_ataxia & intestinal_neoplasms,cerebellar_ataxia,57,intestinal_neoplasms,148,1.145983
leukemia & prostatic_neoplasms,leukemia,154,prostatic_neoplasms,245,1.145554
bone_diseases & cerebellar_ataxia,bone_diseases,34,cerebellar_ataxia,57,1.145539
diabetes_mellitus_type_1 & heart_defects_congenital,diabetes_mellitus_type_1,85,heart_defects_congenital,125,1.145046
amyotrophic_lateral_sclerosis & spinocerebellar_ataxias,amyotrophic_lateral_sclerosis,8,spinocerebellar_ataxias,273,1.144792
motor_neuron_disease & spinocerebellar_ataxias,motor_neuron_disease,187,spinocerebellar_ataxias,273,1.144792
genital_diseases_male & mycobacterium_infections,genital_diseases_male,111,mycobacterium_infections,196,1.144568
hair_diseases & intestinal_neoplasms,hair_diseases,122,intestinal_neoplasms,148,1.144509
endocrine_system_diseases & parkinsonian_disorders,endocrine_system_diseases,97,parkinsonian_disorders,235,1.144369
parkinsonian_disorders & thyroid_diseases,parkinsonian_disorders,235,thyroid_diseases,284,1.144369
bone_diseases & spinocerebellar_ataxias,bone_diseases,34,spinocerebellar_ataxias,273,1.144292
goiter & head_and_neck_neoplasms,goiter,117,head_and_neck_neoplasms,123,1.144277
hemorrhagic_disorders & osteoporosis,hemorrhagic_disorders,129,osteoporosis,226,1.143388
esophageal_diseases & macular_degeneration,esophageal_diseases,99,macular_degeneration,177,1.143158
glioma & metal_metabolism_inborn_errors,glioma,114,metal_metabolism_inborn_errors,185,1.143047
glioma & respiratory_tract_diseases,glioma,114,respiratory_tract_diseases,253,1.143016
joint_diseases & lymphatic_diseases,joint_diseases,149,lymphatic_diseases,171,1.142967
bone_diseases_metabolic & colorectal_neoplasms,bone_diseases_metabolic,36,colorectal_neoplasms,68,1.142916
death_sudden & leukemia_lymphocytic_chronic_b_cell,death_sudden,79,leukemia_lymphocytic_chronic_b_cell,156,1.142624
dwarfism & thyroid_diseases,dwarfism,91,thyroid_diseases,284,1.142359
glomerulonephritis & macular_degeneration,glomerulonephritis,115,macular_degeneration,177,1.142035
bile_duct_diseases & gout,bile_duct_diseases,27,gout,119,1.141982
neoplasms & vascular_diseases,neoplasms,200,vascular_diseases,295,1.141837
cholestasis & liver_cirrhosis,cholestasis,61,liver_cirrhosis,164,1.141837
mycobacterium_infections & parkinsonian_disorders,mycobacterium_infections,196,parkinsonian_disorders,235,1.141659
arrhythmias_cardiac & dyssomnias,arrhythmias_cardiac,14,dyssomnias,94,1.141453
diabetes_mellitus_type_1 & glioma,diabetes_mellitus_type_1,85,glioma,114,1.14133
heart_defects_congenital & leukemia_myeloid_acute,heart_defects_congenital,125,leukemia_myeloid_acute,159,1.141093
hypothalamic_diseases & liver_cirrhosis,hypothalamic_diseases,138,liver_cirrhosis,164,1.140358
hypothalamic_diseases & liver_cirrhosis_biliary,hypothalamic_diseases,138,liver_cirrhosis_biliary,165,1.140358
alzheimer_disease & heart_arrest,alzheimer_disease,6,heart_arrest,124,1.140352
demyelinating_diseases & head_and_neck_neoplasms,demyelinating_diseases,83,head_and_neck_neoplasms,123,1.140322
head_and_neck_neoplasms & multiple_sclerosis,head_and_neck_neoplasms,123,multiple_sclerosis,190,1.140322
graves_disease & varicose_veins,graves_disease,121,varicose_veins,294,1.139998
cerebellar_ataxia & diabetes_mellitus_type_2,cerebellar_ataxia,57,diabetes_mellitus_type_2,86,1.139992
amino_acid_metabolism_inborn_errors & dementia,amino_acid_metabolism_inborn_errors,7,dementia,81,1.139931
arrhythmias_cardiac & lipid_metabolism_disorders,arrhythmias_cardiac,14,lipid_metabolism_disorders,161,1.139815
exophthalmos & hyperthyroidism,exophthalmos,100,hyperthyroidism,136,1.139463
cardiomyopathies & cerebellar_ataxia,cardiomyopathies,48,cerebellar_ataxia,57,1.139291
cardiomyopathy_hypertrophic & cerebellar_ataxia,cardiomyopathy_hypertrophic,50,cerebellar_ataxia,57,1.139291
arterial_occlusive_diseases & graves_disease,arterial_occlusive_diseases,15,graves_disease,121,1.13893
arterial_occlusive_diseases & dementia,arterial_occlusive_diseases,15,dementia,81,1.138757
bile_duct_diseases & diabetes_mellitus_type_2,bile_duct_diseases,27,diabetes_mellitus_type_2,86,1.138421
blood_coagulation_disorders & charcot_marie_tooth_disease,blood_coagulation_disorders,29,charcot_marie_tooth_disease,60,1.138393
blood_coagulation_disorders & hereditary_sensory_and_motor_neuropathy,blood_coagulation_disorders,29,hereditary_sensory_and_motor_neuropathy,131,1.138393
blood_coagulation_disorders_inherited & charcot_marie_tooth_disease,blood_coagulation_disorders_inherited,30,charcot_marie_tooth_disease,60,1.138393
blood_coagulation_disorders_inherited & hereditary_sensory_and_motor_neuropathy,blood_coagulation_disorders_inherited,30,hereditary_sensory_and_motor_neuropathy,131,1.138393
hyperthyroidism & vascular_diseases,hyperthyroidism,136,vascular_diseases,295,1.13813
heart_arrest & parkinsonian_disorders,heart_arrest,124,parkinsonian_disorders,235,1.13808
alzheimer_disease & carbohydrate_metabolism_inborn_errors,alzheimer_disease,6,carbohydrate_metabolism_inborn_errors,44,1.138013
precursor_cell_lymphoblastic_leukemia_lymphoma & varicose_veins,precursor_cell_lymphoblastic_leukemia_lymphoma,243,varicose_veins,294,1.137797
arterial_occlusive_diseases & ovarian_diseases,arterial_occlusive_diseases,15,ovarian_diseases,228,1.137769
demyelinating_diseases & spondylarthropathies,demyelinating_diseases,83,spondylarthropathies,276,1.137329
multiple_sclerosis & spondylarthropathies,multiple_sclerosis,190,spondylarthropathies,276,1.137329
gout & nervous_system_diseases,gout,119,nervous_system_diseases,211,1.136294
glioma & lung_diseases_obstructive,glioma,114,lung_diseases_obstructive,168,1.136106
lupus_erythematosus_systemic & peripheral_nervous_system_diseases,lupus_erythematosus_systemic,170,peripheral_nervous_system_diseases,239,1.136069
graves_disease & spinocerebellar_ataxias,graves_disease,121,spinocerebellar_ataxias,273,1.136053
cardiomegaly & dyskinesias,cardiomegaly,47,dyskinesias,92,1.136032
lung_diseases_obstructive & parkinsonian_disorders,lung_diseases_obstructive,168,parkinsonian_disorders,235,1.135484
basal_ganglia_diseases & rheumatic_diseases,basal_ganglia_diseases,25,rheumatic_diseases,259,1.135356
arrhythmias_cardiac & cerebellar_ataxia,arrhythmias_cardiac,14,cerebellar_ataxia,57,1.135317
macular_degeneration & myeloproliferative_disorders,macular_degeneration,177,myeloproliferative_disorders,197,1.135249
genital_diseases_male & leukemia_lymphocytic_chronic_b_cell,genital_diseases_male,111,leukemia_lymphocytic_chronic_b_cell,156,1.135231
goiter & parkinsonian_disorders,goiter,117,parkinsonian_disorders,235,1.134952
cardiomegaly & exophthalmos,cardiomegaly,47,exophthalmos,100,1.134774
death_sudden & lung_diseases_obstructive,death_sudden,79,lung_diseases_obstructive,168,1.134552
cerebellar_ataxia & gastroenteritis,cerebellar_ataxia,57,gastroenteritis,105,1.134298
asthma & myeloproliferative_disorders,asthma,19,myeloproliferative_disorders,197,1.134129
lymphoma & spinocerebellar_ataxias,lymphoma,172,spinocerebellar_ataxias,273,1.133735
arthritis_rheumatoid & pancreatic_diseases,arthritis_rheumatoid,18,pancreatic_diseases,232,1.133486
cardiomyopathies & leukemia_myeloid_acute,cardiomyopathies,48,leukemia_myeloid_acute,159,1.132456
cardiomyopathy_hypertrophic & leukemia_myeloid_acute,cardiomyopathy_hypertrophic,50,leukemia_myeloid_acute,159,1.132456
hyperthyroidism & retinitis_pigmentosa,hyperthyroidism,136,retinitis_pigmentosa,258,1.132433
prostatic_neoplasms & spondylitis_ankylosing,prostatic_neoplasms,245,spondylitis_ankylosing,278,1.132252
heart_arrest & movement_disorders,heart_arrest,124,movement_disorders,189,1.132251
arrhythmias_cardiac & metabolism_inborn_errors,arrhythmias_cardiac,14,metabolism_inborn_errors,184,1.131859
myeloproliferative_disorders & varicose_veins,myeloproliferative_disorders,197,varicose_veins,294,1.131838
lipidoses & liver_cirrhosis,lipidoses,163,liver_cirrhosis,164,1.131457
lipidoses & liver_cirrhosis_biliary,lipidoses,163,liver_cirrhosis_biliary,165,1.131457
head_and_neck_neoplasms & thyroid_diseases,head_and_neck_neoplasms,123,thyroid_diseases,284,1.131181
anemia & ovarian_diseases,anemia,9,ovarian_diseases,228,1.13116
amino_acid_metabolism_inborn_errors & endocrine_system_diseases,amino_acid_metabolism_inborn_errors,7,endocrine_system_diseases,97,1.131132
amino_acid_metabolism_inborn_errors & thyroid_diseases,amino_acid_metabolism_inborn_errors,7,thyroid_diseases,284,1.131132
arrhythmias_cardiac & hypotrichosis,arrhythmias_cardiac,14,hypotrichosis,139,1.130922
cholestasis & graves_disease,cholestasis,61,graves_disease,121,1.1305
basal_ganglia_diseases & carbohydrate_metabolism_inborn_errors,basal_ganglia_diseases,25,carbohydrate_metabolism_inborn_errors,44,1.130475
diabetes_mellitus_type_1 & polyneuropathies,diabetes_mellitus_type_1,85,polyneuropathies,242,1.130473
arrhythmias_cardiac & esophageal_diseases,arrhythmias_cardiac,14,esophageal_diseases,99,1.12999
amyotrophic_lateral_sclerosis & macular_degeneration,amyotrophic_lateral_sclerosis,8,macular_degeneration,177,1.128792
macular_degeneration & motor_neuron_disease,macular_degeneration,177,motor_neuron_disease,187,1.128792
blood_platelet_disorders & rheumatic_diseases,blood_platelet_disorders,31,rheumatic_diseases,259,1.128697
macular_degeneration & parkinsonian_disorders,macular_degeneration,177,parkinsonian_disorders,235,1.128381
arrhythmias_cardiac & diabetes_mellitus_type_2,arrhythmias_cardiac,14,diabetes_mellitus_type_2,86,1.128335
genital_diseases_male & leukemia_b_cell,genital_diseases_male,111,leukemia_b_cell,155,1.128242
graves_disease & metabolism_inborn_errors,graves_disease,121,metabolism_inborn_errors,184,1.128238
arterial_occlusive_diseases & exophthalmos,arterial_occlusive_diseases,15,exophthalmos,100,1.128065
arthritis & bile_duct_diseases,arthritis,17,bile_duct_diseases,27,1.128018
blood_coagulation_disorders & joint_diseases,blood_coagulation_disorders,29,joint_diseases,149,1.127464
blood_coagulation_disorders_inherited & joint_diseases,blood_coagulation_disorders_inherited,30,joint_diseases,149,1.127464
blood_coagulation_disorders & spondylitis,blood_coagulation_disorders,29,spondylitis,277,1.12746
blood_coagulation_disorders_inherited & spondylitis,blood_coagulation_disorders_inherited,30,spondylitis,277,1.12746
movement_disorders & pancreatic_diseases,movement_disorders,189,pancreatic_diseases,232,1.126952
endocrine_system_diseases & head_and_neck_neoplasms,endocrine_system_diseases,97,head_and_neck_neoplasms,123,1.126939
arrhythmias_cardiac & dementia,arrhythmias_cardiac,14,dementia,81,1.126803
